date_week,date,rain,Tair,rh,Mean_EVI,lncase_0,lncase_1,lncase_2,lncase_3,lncase_4
201342,2013/10/13,0,0.505141966,0.272948686,0.731833606,4.727387819,4.394449155,4.762173935,4.304065093,3.970291914
201343,2013/10/20,0.050218369,0.573209425,0.33684255,0.714711429,4.394449155,4.762173935,4.304065093,3.970291914,4.59511985
201344,2013/10/27,9.44E-05,0.625882946,0.246942367,0.720194642,4.762173935,4.304065093,3.970291914,4.59511985,4.442651256
201345,2013/11/3,0.078002089,0.680398245,0.397039053,0.713084853,4.304065093,3.970291914,4.59511985,4.442651256,4.204692619
201346,2013/11/10,9.44E-05,0.515888269,0.355961892,0.655887572,3.970291914,4.59511985,4.442651256,4.204692619,4.553876892
201347,2013/11/17,0.003020654,0.580317244,0.34135638,0.56934328,4.59511985,4.442651256,4.204692619,4.553876892,4.262679877
201348,2013/11/24,0.012082615,0.49518207,0.438654546,0.658259621,4.442651256,4.204692619,4.553876892,4.262679877,3.931825633
201349,2013/12/1,6.29E-05,0.617133473,0.373416484,0.687541397,4.204692619,4.553876892,4.262679877,3.931825633,4.094344562
201350,2013/12/8,0,0.547825433,0.367043778,0.703026198,4.553876892,4.262679877,3.931825633,4.094344562,4.143134726
201351,2013/12/15,0.041124942,0.491643239,0.434664773,0.470342999,4.262679877,3.931825633,4.094344562,4.143134726,4.442651256
201352,2013/12/22,0.000629303,0.638415792,0.508431315,0.655410125,3.931825633,4.094344562,4.143134726,4.442651256,4.8978398
201401,2013/12/29,0.000786629,0.561376609,0.421102483,0.458560941,4.094344562,4.143134726,4.442651256,4.8978398,5.225746674
201402,2014/1/5,0.146564638,0.483275825,0.514830123,0.497023198,4.143134726,4.442651256,4.8978398,5.225746674,5.18178355
201403,2014/1/12,0.033510378,0.639829128,0.562860328,0.625527179,4.442651256,4.8978398,5.225746674,5.18178355,5.117993812
201404,2014/1/19,0.006355959,0.592043851,0.431500035,0.660853169,4.8978398,5.225746674,5.18178355,5.117993812,5.003946306
201405,2014/1/26,0.134230301,0.633970414,0.437150072,0.701962582,5.225746674,5.18178355,5.117993812,5.003946306,4.927253685
201406,2014/2/2,0.145557753,0.609316773,0.447110025,0.579383309,5.18178355,5.117993812,5.003946306,4.927253685,4.49980967
201407,2014/2/9,0.093640268,0.60633718,0.594400045,0.525376288,5.117993812,5.003946306,4.927253685,4.49980967,4.919980926
201408,2014/2/16,0.254206894,0.390159884,0.746278119,0.677016455,5.003946306,4.927253685,4.49980967,4.919980926,4.86753445
201409,2014/2/23,0.00887317,0.621562953,0.494806628,0.913046746,4.927253685,4.49980967,4.919980926,4.86753445,5.187385806
201410,2014/3/2,0.032503493,0.60548931,0.500242147,0.838756734,4.49980967,4.919980926,4.86753445,5.187385806,5.38907173
201411,2014/3/9,0.258895201,0.44682428,0.675266449,0.54219819,4.919980926,4.86753445,5.187385806,5.38907173,5.624017506
201412,2014/3/16,0.421129477,0.664255598,0.686582427,0.729110213,4.86753445,5.187385806,5.38907173,5.624017506,5.135798437
201413,2014/3/23,0.035712937,0.658119396,0.549615327,0.831396883,5.187385806,5.38907173,5.624017506,5.135798437,5.105945474
201414,2014/3/30,0.751450558,0.454425939,0.818791408,0.480316469,5.38907173,5.624017506,5.135798437,5.105945474,5.33753808
201415,2014/4/6,0.231080012,0.524287972,0.756921591,0.702596486,5.624017506,5.135798437,5.105945474,5.33753808,5.880532986
201416,2014/4/13,0.234100665,0.670421631,0.563569131,0.640904087,5.135798437,5.105945474,5.33753808,5.880532986,6.146329258
201417,2014/4/20,0.056888979,0.721136674,0.625525409,0.973383478,5.105945474,5.33753808,5.880532986,6.146329258,6.086774727
201418,2014/4/27,0.303670098,0.613523509,0.70635103,0.692075137,5.33753808,5.880532986,6.146329258,6.086774727,6.259581464
201419,2014/5/4,0.16009465,0.625058186,0.581731711,0.85416193,5.880532986,6.146329258,6.086774727,6.259581464,6.317164687
201420,2014/5/11,0.710105355,0.415245081,0.790314881,0.574948534,6.146329258,6.086774727,6.259581464,6.317164687,6.248042875
201421,2014/5/18,0.223748634,0.535321106,0.696621907,0.722891254,6.086774727,6.259581464,6.317164687,6.248042875,5.950642553
201422,2014/5/25,0.096629455,0.5640143,0.4850408,0.844778173,6.259581464,6.317164687,6.248042875,5.950642553,6.03068526
201423,2014/6/1,0.00997445,0.617820719,0.465059719,0.934859955,6.317164687,6.248042875,5.950642553,6.03068526,5.973809612
201424,2014/6/8,0.058997146,0.492606989,0.526535576,0.954123897,6.248042875,5.950642553,6.03068526,5.973809612,5.860786223
201425,2014/6/15,0.190521444,0.405897854,0.584065706,0.69709634,5.950642553,6.03068526,5.973809612,5.860786223,6.00635316
201426,2014/6/22,0.00660768,0.314600254,0.659194798,0.948017306,6.03068526,5.973809612,5.860786223,6.00635316,5.780743516
201427,2014/6/29,0.003398236,0.342515892,0.475610206,0.897719278,5.973809612,5.860786223,6.00635316,5.780743516,5.843544417
201428,2014/7/6,0.067052221,0.305245324,0.519674701,0.934328623,5.860786223,6.00635316,5.780743516,5.843544417,5.659482216
201429,2014/7/13,0.020496394,0.297360932,0.456260849,0.930542264,6.00635316,5.780743516,5.843544417,5.659482216,5.468060141
201430,2014/7/20,0,0.16585185,0.580604477,0.782731825,5.780743516,5.843544417,5.659482216,5.468060141,5.402677382
201431,2014/7/27,0.011830894,0.311935682,0.304206594,0.91776222,5.843544417,5.659482216,5.468060141,5.402677382,5.416100402
201432,2014/8/3,0.000119568,0.285171954,0.469694674,0.792411735,5.659482216,5.468060141,5.402677382,5.416100402,5.093750201
201433,2014/8/10,0.008055077,0.355587815,0.190191187,0.855797715,5.468060141,5.402677382,5.416100402,5.093750201,5.225746674
201434,2014/8/17,0,0.334078983,0.216010313,0.82555643,5.402677382,5.416100402,5.093750201,5.225746674,5.075173815
201435,2014/8/24,0.005537865,0.253218564,0.502279652,0.658275059,5.416100402,5.093750201,5.225746674,5.075173815,5.023880521
201436,2014/8/31,0,0.241749121,0.481528593,0.688360107,5.093750201,5.225746674,5.075173815,5.023880521,5.036952602
201437,2014/9/7,0,0.383326766,0.389097844,0.730692907,5.225746674,5.075173815,5.023880521,5.036952602,5.068904202
201438,2014/9/14,0.000534907,0.383160405,0.402288603,0.585351611,5.075173815,5.023880521,5.036952602,5.068904202,4.905274778
201439,2014/9/21,0,0.43321033,0.458120541,0.753570345,5.023880521,5.036952602,5.068904202,4.905274778,5.049856007
201440,2014/9/28,0,0.454486747,0.495578644,0.68844948,5.036952602,5.068904202,4.905274778,5.049856007,4.859812404
201441,2014/10/5,0.000818094,0.637894416,0.177316901,0.699671516,5.068904202,4.905274778,5.049856007,4.859812404,4.672828834
201442,2014/10/12,0.003020654,0.560968818,0.27611424,0.761332775,4.905274778,5.049856007,4.859812404,4.672828834,4.59511985
201443,2014/10/19,0,0.439481424,0.35679549,0.713247932,5.049856007,4.859812404,4.672828834,4.59511985,4.615120517
201444,2014/10/26,0.064692334,0.456880224,0.333890289,0.667646887,4.859812404,4.672828834,4.59511985,4.615120517,4.465908119
201445,2014/11/2,0.017966597,0.495965691,0.388970602,0.615376733,4.672828834,4.59511985,4.615120517,4.465908119,4.615120517
201446,2014/11/9,0.003838747,0.471636906,0.451600201,0.615490522,4.59511985,4.615120517,4.465908119,4.615120517,4.543294782
201447,2014/11/16,0.003429701,0.57561798,0.426991099,0.677539964,4.615120517,4.465908119,4.615120517,4.543294782,4.532599493
201448,2014/11/23,0.001887909,0.605101023,0.335450228,0.641436944,4.465908119,4.615120517,4.543294782,4.532599493,4.369447852
201449,2014/11/30,0.008149472,0.677515027,0.343571697,0.705646044,4.615120517,4.543294782,4.532599493,4.369447852,4.33073334
201450,2014/12/7,0,0.578267473,0.435155389,0.651536501,4.543294782,4.532599493,4.369447852,4.33073334,4.941642423
201451,2014/12/14,0,0.580135148,0.373877328,0.67664583,4.532599493,4.369447852,4.33073334,4.941642423,5.187385806
201452,2014/12/21,0.060790657,0.537236149,0.412802386,0.525972933,4.369447852,4.33073334,4.941642423,5.187385806,5.313205979
201453,2014/12/28,0.095465243,0.46914853,0.503046366,0.495099669,4.33073334,4.941642423,5.187385806,5.313205979,5.33753808
201501,2015/1/4,0.051414045,0.502220395,0.473105332,0.468897813,4.941642423,5.187385806,5.313205979,5.33753808,5.501258211
201502,2015/1/11,0.011799429,0.680828654,0.396318422,0.782499164,5.187385806,5.313205979,5.33753808,5.501258211,5.82008293
201503,2015/1/18,0.029098965,0.63320597,0.458886848,0.776945551,5.313205979,5.33753808,5.501258211,5.82008293,5.549076085
201504,2015/1/25,0.077807006,0.639612612,0.389521984,0.748768821,5.33753808,5.501258211,5.82008293,5.549076085,5.888877958
201505,2015/2/1,0.118371869,0.752272024,0.498582291,0.544381146,5.501258211,5.82008293,5.549076085,5.888877958,6.23636959
201506,2015/2/8,0.070746228,0.908251994,0.326516367,0.671724032,5.82008293,5.549076085,5.888877958,6.23636959,6.476972363
201507,2015/2/15,0.2128554,0.620372361,0.542997925,0.473437339,5.549076085,5.888877958,6.23636959,6.476972363,6.476972363
201508,2015/2/22,0.413722588,0.669378552,0.47553068,0.178898548,5.888877958,6.23636959,6.476972363,6.476972363,6.599870499
201509,2015/3/1,0.372176011,0.76137356,0.404050824,0.679424067,6.23636959,6.476972363,6.476972363,6.599870499,6.513230111
201510,2015/3/8,0.306199896,0.77705695,0.526046999,0.729459944,6.476972363,6.476972363,6.599870499,6.513230111,6.800170068
201511,2015/3/15,0.161189635,0.865177127,0.49418877,0.799992594,6.476972363,6.599870499,6.513230111,6.800170068,7.069023427
201512,2015/3/22,0.454337787,0.659538797,0.495606785,0.639967648,6.599870499,6.513230111,6.800170068,7.069023427,7.479864131
201513,2015/3/29,0.350490234,0.638450212,0.524861854,0.671978591,6.513230111,6.800170068,7.069023427,7.479864131,7.830028083
201514,2015/4/5,0.100487081,0.715417933,0.492732011,0.765662642,6.800170068,7.069023427,7.479864131,7.830028083,7.948738455
201515,2015/4/12,0.287522191,0.829925024,0.511667016,0.418488069,7.069023427,7.479864131,7.830028083,7.948738455,8.257385656
201516,2015/4/19,0.537720422,0.698867823,0.62355642,0.829208928,7.479864131,7.830028083,7.948738455,8.257385656,8.357728417
201517,2015/4/26,0.014637585,0.789256254,0.608346916,0.854659321,7.830028083,7.948738455,8.257385656,8.357728417,8.204671829
201518,2015/5/3,0.111348848,0.745294016,0.668347662,0.899090687,7.948738455,8.257385656,8.357728417,8.204671829,7.857093865
201519,2015/5/10,0,0.781463484,0.491533,0.952753478,8.257385656,8.357728417,8.204671829,7.857093865,7.766416898
201520,2015/5/17,0.005676312,0.744066546,0.545428574,0.918579356,8.357728417,8.204671829,7.857093865,7.766416898,7.5750717
201521,2015/5/24,0.06152694,0.702456972,0.638905808,0.750077508,8.204671829,7.857093865,7.766416898,7.5750717,7.56112159
201522,2015/5/31,0.070563731,0.624012976,0.585904598,0.903086223,7.857093865,7.766416898,7.5750717,7.56112159,7.19518732
201523,2015/6/7,0.030892478,0.52443319,0.635400534,0.960681166,7.766416898,7.5750717,7.56112159,7.19518732,7.01301579
201524,2015/6/14,0,0.520389702,0.469209768,1,7.5750717,7.56112159,7.19518732,7.01301579,6.89060912
201525,2015/6/21,0.214007027,0.343614042,0.608416246,0.911887142,7.56112159,7.19518732,7.01301579,6.89060912,6.742880636
201526,2015/6/28,0.15238569,0.297854444,0.816403989,0.672448486,7.19518732,7.01301579,6.89060912,6.742880636,6.293419279
201527,2015/7/5,0.098712448,0.38157202,0.636091393,0.54194101,7.01301579,6.89060912,6.742880636,6.293419279,6.313548046
201528,2015/7/12,0.004147106,0.428505821,0.428720285,0.898868891,6.89060912,6.742880636,6.293419279,6.313548046,6.261491684
201529,2015/7/19,0.01583326,0.318463284,0.604030881,0.784444158,6.742880636,6.293419279,6.313548046,6.261491684,6.003887067
201530,2015/7/26,0,0.377432649,0.335741416,0.782365242,6.293419279,6.313548046,6.261491684,6.003887067,5.828945618
201531,2015/8/2,0,0.359909775,0.38113298,0.921605444,6.313548046,6.261491684,6.003887067,5.828945618,5.342334252
201532,2015/8/9,0,0.381931624,0.268738687,0.898790886,6.261491684,6.003887067,5.828945618,5.342334252,5.049856007
201533,2015/8/16,0,0.336109086,0.344395507,0.852155669,6.003887067,5.828945618,5.342334252,5.049856007,5.081404365
201534,2015/8/23,0,0.354897947,0.395035398,0.826856308,5.828945618,5.342334252,5.049856007,5.081404365,5.003946306
201535,2015/8/30,0,0.36130754,0.449947686,0.810448154,5.342334252,5.049856007,5.081404365,5.003946306,4.718498871
201536,2015/9/6,0,0.351571863,0.457463939,0.776986937,5.049856007,5.081404365,5.003946306,4.718498871,4.727387819
201537,2015/9/13,0,0.393309773,0.375282701,0.721260066,5.081404365,5.003946306,4.718498871,4.727387819,4.49980967
201538,2015/9/20,0,0.423316978,0.399640174,0.740353636,5.003946306,4.718498871,4.727387819,4.49980967,4.465908119
201539,2015/9/27,0,0.461633904,0.287115784,0.751569975,4.718498871,4.727387819,4.49980967,4.465908119,4.317488114
201540,2015/10/4,0.005380539,0.482058517,0.400984372,0.760015899,4.727387819,4.49980967,4.465908119,4.317488114,4.290459441
201541,2015/10/11,0.000440512,0.574570476,0.272408723,0.78311639,4.49980967,4.465908119,4.317488114,4.290459441,4.007333185
201542,2015/10/18,0,0.470291754,0.405966388,0.737318421,4.465908119,4.317488114,4.290459441,4.007333185,4.682131227
201543,2015/10/25,0,0.489789496,0.366420618,0.657180185,4.317488114,4.290459441,4.007333185,4.682131227,4.127134385
201544,2015/11/1,0.009106012,0.500044909,0.346599813,0.685032663,4.290459441,4.007333185,4.682131227,4.127134385,4.418840608
201545,2015/11/8,0.015468264,0.501280738,0.395688737,0.616512557,4.007333185,4.682131227,4.127134385,4.418840608,4.718498871
201546,2015/11/15,0.010484186,0.588556322,0.455222522,0.74914867,4.682131227,4.127134385,4.418840608,4.718498871,4.615120517
201547,2015/11/22,0.017507206,0.604669467,0.522351678,0.710918941,4.127134385,4.418840608,4.718498871,4.615120517,4.584967479
201548,2015/11/29,0.015298353,0.707510759,0.425519658,0.651186078,4.418840608,4.718498871,4.615120517,4.584967479,4.17438727
201549,2015/12/6,0.016978592,0.728292025,0.37546296,0.650914204,4.718498871,4.615120517,4.584967479,4.17438727,5.375278408
201550,2015/12/13,0.061268928,0.832466177,0.428776566,0.540469422,4.615120517,4.584967479,4.17438727,5.375278408,5.135798437
201551,2015/12/20,0.092224336,0.809011815,0.338271984,0.499918271,4.584967479,4.17438727,5.375278408,5.135798437,5.446737372
201552,2015/12/27,0.274508201,0.770576552,0.47667749,0.619220191,4.17438727,5.375278408,5.135798437,5.446737372,5.860786223
201601,2016/1/3,0.12236794,0.730828097,0.61237584,0.387436321,5.375278408,5.135798437,5.446737372,5.860786223,5.958424693
201602,2016/1/10,0.191792635,0.72867982,0.639267551,0.605785098,5.135798437,5.446737372,5.860786223,5.958424693,5.774551546
201603,2016/1/17,0.182044734,0.630454529,0.564787311,0.27539253,5.446737372,5.860786223,5.958424693,5.774551546,6.318968114
201604,2016/1/24,0.287207535,0.696945568,0.5923344,0.724759257,5.860786223,5.958424693,5.774551546,6.318968114,6.320768294
201605,2016/1/31,0.267875352,0.771349519,0.480611798,0.690117613,5.958424693,5.774551546,6.318968114,6.320768294,6.289715571
201606,2016/2/7,0.126735304,0.793844883,0.576139586,0.883966346,5.774551546,6.318968114,6.320768294,6.289715571,6.324358962
201607,2016/2/14,0.158162688,0.931710289,0.467435312,0.905283578,6.318968114,6.320768294,6.289715571,6.324358962,6.385194399
201608,2016/2/21,0.428712579,0.854179069,0.63373456,0.905283578,6.320768294,6.289715571,6.324358962,6.385194399,6.257667588
201609,2016/2/28,0.082061094,1,0.513023856,0.790536596,6.289715571,6.324358962,6.385194399,6.257667588,6.432940093
201610,2016/3/6,0.115470782,0.956987416,0.579810846,0.82300113,6.324358962,6.385194399,6.257667588,6.432940093,6.606650186
201611,2016/3/13,0.343504973,0.921469791,0.546854338,0.690780283,6.385194399,6.257667588,6.432940093,6.606650186,6.759255271
201612,2016/3/20,0.122607077,0.98627394,0.576731751,0.760381026,6.257667588,6.432940093,6.606650186,6.759255271,7.410951876
201613,2016/3/27,0.429341879,0.923413025,0.505020657,0,6.432940093,6.606650186,6.759255271,7.410951876,7.825245291
201614,2016/4/3,0.513183908,0.70974361,0.73445358,0.50451351,6.606650186,6.759255271,7.410951876,7.825245291,7.903226809
201615,2016/4/10,0.354165362,0.948776202,0.520241988,0.790801766,6.759255271,7.410951876,7.825245291,7.903226809,7.867488569
201616,2016/4/17,0.165418552,0.895459525,0.491311957,0.516831519,7.410951876,7.825245291,7.903226809,7.867488569,8.096512918
201617,2016/4/24,0.045819542,0.94438655,0.467095184,0.909308473,7.825245291,7.903226809,7.867488569,8.096512918,7.966933498
201618,2016/5/1,0.193907093,0.831807615,0.450854286,0.897628425,7.903226809,7.867488569,8.096512918,7.966933498,7.657282793
201619,2016/5/8,0.192440817,0.732151286,0.657465612,0.786216492,7.867488569,8.096512918,7.966933498,7.657282793,7.549609165
201620,2016/5/15,0.127698139,0.734962388,0.54446284,0.967676153,8.096512918,7.966933498,7.657282793,7.549609165,7.577121931
201621,2016/5/22,0.082231005,0.726517775,0.518577646,0.917591943,7.966933498,7.657282793,7.549609165,7.577121931,7.369600721
201622,2016/5/29,0.199879175,0.711713888,0.728617982,0.913735355,7.657282793,7.549609165,7.577121931,7.369600721,7.307872781
201623,2016/6/5,0.137685174,0.573382506,0.714407247,0.796709525,7.549609165,7.577121931,7.369600721,7.307872781,7.232010332
201624,2016/6/12,0.0473928,0.61394851,0.29514957,0.872576683,7.577121931,7.369600721,7.307872781,7.232010332,7.035268599
201625,2016/6/19,0.464670948,0.475496823,0.51801566,0.882350206,7.369600721,7.307872781,7.232010332,7.035268599,7.013915475
201626,2016/6/26,0.046794961,0.521972678,0.205526302,0.911150756,7.307872781,7.232010332,7.035268599,7.013915475,6.837332815
201627,2016/7/3,0.218852658,0.380749391,0.597587621,0.782543486,7.232010332,7.035268599,7.013915475,6.837332815,6.784457063
201628,2016/7/10,0.074207394,0.40292957,0.484051819,0.871619672,7.035268599,7.013915475,6.837332815,6.784457063,6.633318433
201629,2016/7/17,0.019212617,0.368116236,0.440200618,0.831698725,7.013915475,6.837332815,6.784457063,6.633318433,6.504288174
201630,2016/7/24,0.028784313,0.455783876,0.119930735,0.838748854,6.837332815,6.784457063,6.633318433,6.504288174,6.469250317
201631,2016/7/31,0.025071427,0.47371405,0.169168108,0.815966311,6.784457063,6.633318433,6.504288174,6.469250317,6.378426184
201632,2016/8/7,0.030017746,0.314380951,0.441964471,0.786279099,6.633318433,6.504288174,6.469250317,6.378426184,5.886104031
201633,2016/8/14,0.009672385,0.3519413,0.519155537,0.717995216,6.504288174,6.469250317,6.378426184,5.886104031,6.169610732
201634,2016/8/21,0.022031894,0.502531155,0.301165019,0.763516775,6.469250317,6.378426184,5.886104031,6.169610732,6.075346031
201635,2016/8/28,0.021786465,0.520726359,0.33543106,0.787811104,6.378426184,5.886104031,6.169610732,6.075346031,5.953243334
201636,2016/9/4,0.002447988,0.383387083,0.287986902,0.768012717,5.886104031,6.169610732,6.075346031,5.953243334,5.913503006
201637,2016/9/11,0.028356387,0.486178548,0.442772376,0.740743568,6.169610732,6.075346031,5.953243334,5.913503006,5.831882477
201638,2016/9/18,0.009842297,0.455586373,0.457900314,0.729621742,6.075346031,5.953243334,5.913503006,5.831882477,6.107022888
201639,2016/9/25,0.011321159,0.534591245,0.391158594,0.694694766,5.953243334,5.913503006,5.831882477,6.107022888,5.774551546
201640,2016/10/2,0.009087133,0.58208625,0.403075302,0.667307456,5.913503006,5.831882477,6.107022888,5.774551546,5.609471795
201641,2016/10/9,0.013158723,0.6600941,0.231300975,0.736589008,5.831882477,6.107022888,5.774551546,5.609471795,5.80814249
201642,2016/10/16,0.039060829,0.67262416,0.405878297,0.712324126,6.107022888,5.774551546,5.609471795,5.80814249,5.888877958
201643,2016/10/23,0.013976817,0.608704759,0.378361795,0.694100358,5.774551546,5.609471795,5.80814249,5.888877958,5.945420609
201644,2016/10/30,0.007589393,0.752797825,0.288623112,0.749595243,5.609471795,5.80814249,5.888877958,5.945420609,5.762051383
201645,2016/11/6,0.018960895,0.665789731,0.465430842,0.609069849,5.80814249,5.888877958,5.945420609,5.762051383,5.843544417
201646,2016/11/13,0.018614779,0.614880954,0.511850946,0.667369075,5.888877958,5.945420609,5.762051383,5.843544417,5.81711116
201647,2016/11/20,0.013788026,0.675654891,0.405074062,0.718083002,5.945420609,5.762051383,5.843544417,5.81711116,5.572154032
201648,2016/11/27,0.012372094,0.716637372,0.408625829,0.705331865,5.762051383,5.843544417,5.81711116,5.572154032,5.505331536
201649,2016/12/4,0.012479076,0.742343925,0.50007657,0.674825857,5.843544417,5.81711116,5.572154032,5.505331536,5.899897354
201650,2016/12/11,0.021748707,0.738409105,0.399666683,0.674095401,5.81711116,5.572154032,5.505331536,5.899897354,6.035481433
201651,2016/12/18,0.177545218,0.779912961,0.411472054,0.627367657,5.572154032,5.505331536,5.899897354,6.035481433,6.284134161
201652,2016/12/25,0.045970575,0.768172422,0.457147873,0.697067816,5.505331536,5.899897354,6.035481433,6.284134161,6.516193076
201701,2017/1/1,0.143185282,0.759779931,0.499710749,0.740636248,5.899897354,6.035481433,6.284134161,6.516193076,6.967909202
201702,2017/1/8,0.281134766,0.643348454,0.56517597,0.453073713,6.035481433,6.284134161,6.516193076,6.967909202,7.088408779
201703,2017/1/15,0.256881428,0.71577098,0.532932752,0.620380889,6.284134161,6.516193076,6.967909202,7.088408779,7.309881486
201704,2017/1/22,0.322171602,0.773011004,0.553414645,0.723536243,6.516193076,6.967909202,7.088408779,7.309881486,7.042286172
201705,2017/1/29,0.28344431,0.711625708,0.602063116,0.606397823,6.967909202,7.088408779,7.309881486,7.042286172,6.972606251
201706,2017/2/5,0.265748311,0.762605291,0.620308484,0.930588689,7.088408779,7.309881486,7.042286172,6.972606251,7.281385664
201707,2017/2/12,0.275961893,0.657996633,0.551322492,0.741329836,7.309881486,7.042286172,6.972606251,7.281385664,7.355641103
201708,2017/2/19,0.235680221,0.734207942,0.517626185,0.691006184,7.042286172,6.972606251,7.281385664,7.355641103,7.466799475
201709,2017/2/26,0.592841056,0.59137316,0.637768786,0.57340688,6.972606251,7.281385664,7.355641103,7.466799475,7.916078096
201710,2017/3/5,0.284879116,0.854155958,0.514513241,0.24514823,7.281385664,7.355641103,7.466799475,7.916078096,8.058960018
